ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
W0603,2021-05-07,Brisbane,15.5,26.2,1.1,5.5,3.6,NW,31,N,E,33,35,88,78,1011.7,994.1,4,8,20.5,23.0,No,5,36.3,15.7,Yes
W0604,2018-12-22,Cairns,20.1,34.1,1.8,11.9,5.0,NNE,36,NW,ESE,18,3,104,26,1014.0,1025.9,5,5,23.2,31.6,No,9,15.8,22.4,No
W0605,2016-08-28,Townsville,23.1,30.4,2.0,13.5,5.2,WSW,24,NW,WNW,17,4,32,40,1018.3,1011.9,3,1,26.2,28.8,No,8,19.7,20.2,No
W0606,2021-04-29,Melbourne,13.0,21.3,3.6,15.0,3.5,WSW,36,NNE,SE,33,52,83,60,1012.5,1012.5,7,8,13.7,19.1,Yes,3,38.2,8.6,Yes
W0607,2016-03-07,Townsville,20.5,29.6,28.1,11.6,1.7,,89,E,N,47,46,80,83,1003.6,995.4,6,7,24.3,25.7,Yes,8,13.1,17.6,Yes
W0608,2019-07-10,Sydney,14.0,27.9,2.4,4.1,7.3,WSW,17,WSW,SSE,23,1,59,55,1026.4,1020.8,1,0,16.3,25.9,No,5,21.3,17.1,No
W0609,2016-11-28,Canberra,5.3,23.5,3.7,2.6,5.4,SSE,12,NW,SE,27,11,35,39,-100,1012.7,1,0,9.1,22.7,No,9,34.7,5.6,No
W0610,2018-09-15,Brisbane,16.3,33.0,4.9,7.3,4.4,NW,39,S,SSE,24,27,64,50,1028.1,1011.0,4,2,23.9,30.4,No,4,9.9,18.9,No
W0611,2019-09-29,Melbourne,11.8,21.8,2.8,,4.4,SW,36,NW,SSE,26,23,61,47,1015.8,1017.0,2,0,16.2,21.3,No,11,36.6,12.5,No
W0612,2016-07-23,Darwin,24.5,29.0,3.7,,4.9,NE,33,NE,NNE,56,62,76,98,1006.1,1012.8,8,5,26.0,27.2,Yes,10,39.4,19.6,Yes
W0613,2019-08-01,Hobart,4.4,21.9,33.8,10.2,2.5,W,98,SSW,NNE,37,54,96,82,1000.3,1003.3,6,7,7.4,14.4,Yes,11,11.9,7.5,Yes
W0614,2016-09-19,Perth,17.7,25.4,2.8,15.0,9.5,39,20,ESE,E,5,26,56,36,1024.2,,3,1,21.0,22.7,No,2,14.5,21.3,No
W0615,2015-09-16,Sydney,12.7,26.3,1.2,1.2,10.8,S,36,NE,NW,21,24,55,49,1020.7,1023.7,5,2,14.4,20.5,No,6,25.5,9.6,No
W0616,2020-11-06,Newcastle,14.5,19.4,0.4,7.8,,WNW,13,N,ENE,20,15,44,54,,1008.1,0,,14.7,17.6,No,3,33.8,13.9,No
W0617,2019-03-05,Cairns,20.1,30.3,-5,14.9,11.3,W,15,SSE,N,19,27,38,57,1028.6,1014.4,2,4,20.9,28.2,No,3,7.3,22.9,No
W0618,2022-07-10,Brisbane,14.1,24.4,1.2,6.7,9.1,,23,ESE,SSW,1,35,28,31,1024.4,1019.4,0,1,19.2,24.1,No,5,49.2,13.7,No
W0619,2019-03-21,Melbourne,9.2,26.4,0.9,1.5,11.7,S,31,SE,NW,10,12,29,46,1022.7,1010.4,2,,12.8,25.1,No,4,38.4,13.8,No
W0620,2015-11-07,Adelaide,14.3,22.1,0.4,5.6,11.7,S,24,ENE,N,20,26,55,53,1025.6,1026.9,4,3,17.7,21.5,No,4,43.6,18.3,No
W0621,2016-12-27,Cairns,20.3,33.9,0.3,,9.4,S,11,WNW,ESE,16,3,126,44,1019.6,,3,1,24.6,30.4,Yes,2,29.6,18.6,No
W0622,2018-05-31,Cairns,19.9,30.0,2.7,13.9,7.4,NNE,44,WNW,WNW,7,9,45,17,1027.4,1025.3,3,2,22.0,29.1,No,11,7.6,19.9,No
W0623,2021-03-31,Sydney,13.9,19.1,10.3,14.2,,NE,62,ESE,ESE,42,27,88,68,1014.4,1000.2,6,8,15.0,16.7,Yes,11,49.4,13.5,Yes
W0624,2018-01-09,Cairns,22.3,32.8,4.9,2.1,10.4,NNW,21,WSW,S,14,30,43,40,1026.7,1022.3,0,1,24.7,32.0,No,2,41.4,21.0,No
W0625,2016-03-29,Adelaide,11.7,18.6,1.0,14.0,6.8,E,-20,ESE,WNW,12,12,32,17,1028.0,1008.6,4,3,13.6,18.4,No,8,49.3,8.8,No
W0626,2018-01-26,Perth,14.0,24.1,0.6,0.1,9.2,,42,SE,ESE,9,16,67,50,1027.4,1009.9,1,1,15.6,20.8,No,3,49.6,14.5,No
W0627,2021-06-04,Melbourne,7.2,25.2,4.5,9.3,11.2,WNW,41,SE,NW,29,28,65,64,1011.9,1023.2,3,0,9.2,25.0,No,5,13.0,7.9,No
W0628,2020-11-24,Sydney,12.7,19.1,10.0,5.9,3.8,E,41,W,WNW,23,16,70,55,1000.7,1012.1,7,4,14.9,17.2,Yes,11,32.4,9.2,Yes
W0629,2019-02-26,Perth,14.3,28.1,24.6,8.2,2.3,WSW,65,ENE,S,60,55,71,72,1010.2,997.9,5,7,14.5,28.0,Yes,9,26.2,9.9,Yes
W0630,2016-01-19,Adelaide,15.1,25.3,3.1,1.8,,SW,43,N,SE,22,23,51,42,1028.6,1023.3,1,0,19.9,21.2,Yes,8,9.7,12.1,No
W0631,2020-12-10,Newcastle,11.0,27.7,1.7,8.3,11.8,SSW,18,W,SSW,30,30,49,-5,1029.7,1012.0,4,1,15.8,26.2,No,4,17.0,13.0,No
W0632,2018-02-19,Melbourne,80,24.8,4.2,4.4,10.8,N,37,NNE,WNW,22,1,54,40,1014.7,1011.4,2,0,17.5,22.7,No,6,20.6,9.4,No
W0633,2022-11-03,Darwin,-99,38.8,9.9,,3.5,NNW,64,WNW,WSW,17,39,75,77,996.0,1010.7,,5,29.2,34.1,Yes,11,14.5,21.9,Yes
W0634,2020-01-28,Brisbane,15.9,32.9,1.5,2.9,12.8,ENE,5000,WSW,W,4,27,49,16,1016.5,1024.2,4,5,20.1,25.3,No,8,32.6,11.6,No
W0635,2015-01-20,Darwin,21.8,38.3,1.5,6.5,10.3,NNE,15,SE,SE,5,33,41,18,1028.2,1009.6,5,1,22.7,32.6,No,10,44.0,19.8,No
W0636,2015-08-02,Hobart,5.3,13.3,3.2,2.9,8.6,W,35,NE,ESE,0,23,32,20,1012.3,1009.2,1,1,8.9,11.7,No,10,26.5,5.8,No
W0637,2022-01-21,Darwin,21.7,34.3,2.5,1.1,12.2,NNW,20,WSW,WNW,28,33,35,41,1012.7,1022.1,1,5,22.6,32.3,No,8,6.7,24.9,No
W0638,2016-07-13,Darwin,21.6,33.8,0.6,7.6,5.3,SW,23,WSW,NW,23,12,33,51,1021.5,1024.3,4,5,24.9,29.9,No,11,25.0,19.9,No
W0639,2021-11-11,Hobart,11.0,19.2,3.5,7.6,5.8,SSW,28,NNW,ESE,24,24,34,25,,1016.5,2,4,11.9,18.8,No,10,23.1,9.2,No
W0640,2017-06-27,Townsville,20.6,28.3,3.8,2.2,7.9,WSW,43,NNE,W,14,10,39,46,1018.1,1019.6,3,3,21.1,26.0,No,4,31.1,18.6,No
W0641,2021-10-04,Melbourne,7.2,21.7,3.0,5.9,11.6,NE,31,NNE,SE,8,12,63,30,1013.6,1015.5,1,0,11.0,14.9,No,1,16.6,7.9,No
W0642,2016-07-05,Perth,18.2,31.3,4.5,,5.8,ENE,33,NNW,N,1,19,33,43,1023.1,1014.3,2,0,19.0,26.6,Yes,4,28.3,14.7,No
W0643,2021-05-15,Melbourne,10.7,19.1,12.8,12.9,5.8,NNW,87,E,NNE,17,38,95,82,1011.3,1012.6,7,7,13.5,16.5,Yes,4,13.5,12.5,Yes
W0644,2016-07-06,Newcastle,16.6,27.0,1.2,3.0,11.6,SE,43,W,SW,7,1,56,15,1013.2,1018.2,2,3,17.9,25.5,Yes,1,27.9,12.8,No
W0645,2022-04-04,Townsville,19.6,29.8,0.4,5.2,10.9,WNW,22,ENE,SW,29,14,38,31,1023.7,1018.5,0,4,23.5,25.4,No,1,46.9,20.1,No
W0646,2018-08-17,Adelaide,15.0,28.6,4.6,5.2,9.3,SSW,17,NNE,ENE,30,25,53,46,1010.8,,0,1,18.3,25.7,Yes,2,27.3,17.9,No
W0647,2016-05-01,Townsville,21.3,26.9,0.4,12.2,10.7,ESE,30,SW,NE,29,4,43,44,1023.5,1014.7,3,0,23.5,25.2,No,3,40.9,20.8,No
W0648,2019-12-08,Darwin,21.1,32.1,1.6,13.7,9.2,ENE,17,NE,SSW,3,6,54,48,1011.3,1008.7,2,0,22.0,30.4,No,2,26.7,18.3,No
W0649,2022-01-20,Brisbane,17.6,27.1,2.8,10.2,5.8,SSW,29,WSW,WNW,28,10,48,35,1013.1,1026.7,1,5,17.8,25.8,No,11,25.0,20.2,No
W0650,2021-08-31,Hobart,4.5,21.7,1.7,13.3,5.7,ENE,40,S,SSE,4,16,43,17,1028.6,1024.4,2,5,10.7,15.6,No,5,29.5,2.6,Y
W0651,2017-05-05,Brisbane,21.0,23.6,9.3,3.1,2.6,NNE,60,WNW,SSE,59,16,87,98,,1005.4,7,8,22.0,23.4,No,8,44.9,22.4,Yes
W0652,2019-07-27,Adel@ide,12.6,28.3°C,1.6,3.5,,NNW,28,SW,E,26,24,38,53,1013.7,1025.0,5,,16.1,27.7,Yes,9,5.2,17.0,No
W0653,2018-02-17,Melbourne,12.2,22.5°C,3.0mm,7.5,9.1,NW,29,ENE,N,3,3,25,500,1018.3,1016.8,1,1,14.1,20.4,Yes,5,48.0,11.1,No
W0654,2019-06-03,Brisbane,19.5,31.7,-5,7.7,7.3,SSE,20,NNW,NNW,20,19,55,39,1013.3,1009.4,5,1,20.7,29.4,No,8,29.0,,No
W0655,2019-04-28,Adelaide,10.8,22.1,4.2,12.2,9.2,ENE,9,S,ENE,3,2,29,53,1014.7,1023.8,2,1,11.8,21.6,No,9,24.8,13.9,No
W0656,2018-05-01,Adelaide,10.3,18.6,24.8,5.9,1.6,ESE,93,ENE,SE,57,34,82,80,999.3,,8,8,12.1,17.0,Yes,6,41.5,5.4,Yes
W0657,2018-01-24,Newcastle,15.3,23.9,3.7,12.8,10.6,,11,WNW,WNW,24,23,39,29,1021.0,1009.1,1,2,18.5,23.5,No,2,12.0,11.3,No
W0658,2016-06-06,Darwin,24.5,29.5,2.6,7.1,11.1,WSW,37,ESE,E,17,29,50,27,1014.2,1013.3,0,4,25.0,28.2,No,3,42.1,,No
W0659,2016-07-10,Sydney,11.0,23.0,4.0,,12.6,NW,22,WSW,SSW,21,24,53,59,1028.1,1027.5,0,,12.3,17.7,No,7,25.5,8.5,No
W0660,2018-06-19,Hobart,9.5,21.1,4.1,0.2,7.2,SE,31,W,NW,29,34,35,28,1013.0,1027.2,2,4,13.6,18.1,No,8,29.4,9.9,No
W0661,2020-10-31,Sydney,14.4,20.2,35.6,10.8,5.3,S,34,ENE,W,60,48,73,96,1000.1,995.4,6,6,15.0,17.6,No,11,47.9,15.2,Yes
W0662,2021-03-16,Brisbane,19.8,31.5,7.5,4.7,2.9,SE,34,WSW,E,22,36,78,86,1012.9,1012.5,7,5,23.7,29.5,Yes,1,14.5,15.1,Yes
W0663,2020-05-06,Canberra,6.3,24.2,4.8,8.5,12.2,SSW,13,SW,S,1,22,59,42,1013.0,1026.7,,3,6.7,23.5,No,4,41.9,2.3,No
W0664,2021-08-30,Townsville,22.3,30.4,2.4,0.6,5.9,SSW,17,S,E,1,16,38,51,1015.0,1024.3,0,5,24.4,27.4,No,3,30.5,22.5,No
W0665,2019-08-26,Newcastle,15.2,19.6,4.5,13.4,4.8,E,15,N,SSW,6,0,36,47,1023.3,1020.3,4,3,17.1,18.9,Yes,4,42.6,16.0,No
W0666,2015-04-14,Adelaide,9.0,20.4°C,2.9,12.8,12.3,ENE,19,SSW,NW,14,27,35,46,1020.1,1023.4,3,4,11.7,19.2,No,5,22.9,9.2,No
W0667,2018-10-21,Cairns,19.8,35.1,4.3,9.6,0.2,SSW,83,NE,NNE,31,58,70,92,1010.4,997.7,8,4,25.5,31.2,Yes,1,45.1,24.8,Yes
W0668,2017-09-02,Darwin,25.6,32.8,3.7,,3.3,SW,41,ESE,WNW,39,23,65,81,999.9,1005.7,,,29.0,32.6,Yes,4,32.4,23.0,Yes
W0669,2016-04-20,Melbourne,11.8,22.8,1.2,6.6,,WSW,74,ENE,SE,37,64,62,60,1015.0,1005.6,7,5,14.6,19.3,Yes,9,25.9,12.5,Yes
W0670,2018-05-30,Darwin,21.4,31.7,3.9,14.8,6.5,NNE,24,NE,WNW,2,8,44,28,,1013.6,5,,23.7,29.7,No,6,40.9,,No
W0671,2016-06-03,Brisbane,18.8,26.5,4.7,5.7,10.2,,10,WSW,W,29,12,33,24,1028.5,1013.2,3,3,19.9,23.0,No,3,26.7,14.6,No
W0672,2019-02-01,Brisbane,14.8,23.4,0.3,2.7,,NE,42,NE,S,12,13,50,50,1028.8,1012.6,3,2,14.8,19.4,No,10,7.8,10.7,No
W0673,2018-04-05,Townsville,20.4,29.9,3.2,7.3,10.7,WSW,27,NNW,W,5,33,41,41,1018.5,1010.7,0,4,25.1,27.3,Yes,7,24.8,22.2,No
W0674,2020-10-08,Townsville,18.8,33.2,1.7,3.3,7.1,NE,25,SSE,SSE,4,11,36,60,1024.4,1013.0,2,4,22.2,27.9,Yes,5,34.8,23.3,No
W0675,2022-05-18,Brisbane,15.2,23.9,4.6,3.3,8.0,WNW,30,E,N,13,16,49,15,1010.5,1009.2,5,0,15.4,23.4,No,11,38.3,16.2,No
W0676,2017-07-27,Melbourne,20.8,13.3,2.9,2.0,7.5,N,11,NE,NW,2,24,43,24,1020.3,1025.6,0,0,16.5,20.3,Yes,2,20.8,10.0,No
W0677,2019-12-25,Brisbane,17.4,23.7,4.4,4.3,-8.6,E,40,ESE,WNW,24,4,56,58,1011.4,1026.1,3,4,20.1,23.1,No,10,11.1,21.8,No
W0678,2017-02-01,Melbourne,13.0,22.9,4.3,,6.7,SSW,19,W,WNW,30,2,45,37,1024.2,1018.7,2,3,16.6,22.9,No,7,5.8,14.9,No
W0679,2020-01-13,Hobart,5.2,22.3°C,23.9,5.0,2.2,SE,66,WSW,WSW,45,38,96,77,1013.5,994.6,5,7,7.4,20.3,Yes,10,33.7,7.8,Yes
W0680,2018-08-17,Newcastle,12.2,25.1,1.1,6.7,,S,22,ESE,NNW,10,0,63,17,1021.2,1020.6,3,1,14.1,24.2,No,6,32.1,7.5,No
W0681,2019-08-11,Brisbane,20.3,29.4,-0.1,5.3,7.5,NE,29,ESE,SE,3,8,26,29,1012.3,1010.3,5,4,24.0,25.7,No,4,47.4,,No
W0682,2016-07-02,Cairns,20.4,200,4.6,6.7,7.0,SE,42,W,NNW,2,12,62,20,1010.7,1014.4,,2,26.3,28.9,No,9,15.2,21.9,No
W0683,2022-11-02,Cairns,19.1,28.0,2.9,8.4,5.0,,35,SW,ENE,4,2,30,45,1011.4,1021.3,,1,21.6,27.2,No,4,33.4,16.6,No
W0684,2022-01-31,Newcastle,17.0,25.5,21.1,12.6,5.8,W,83,NNE,ENE,56,39,64,63,1002.4,1005.3,4,6,19.7,21.5,Yes,4,30.7,13.7,Yes
W0685,2018-07-14,Cairns,20.5,36.1,4.7,10.2,7.2,NNW,26,WNW,S,14,16,56,57,,1019.1,5,2,25.1,34.5,No,11,25.7,20.2,True
W0686,2021-10-13,Adelaide,-200,25.7,4.6,6.0,10.9,SSW,23,SSW,SSE,11,8,40,56,1029.7,1012.7,2,5,19.4,23.2,No,10,47.9,13.3,No
W0687,2017-12-31,Melbourne,13.4,21.9,0.5,11.4,11.6,SE,19,WNW,W,13,29,56,35,1014.9,1016.0,4,2,16.6,19.6,No,2,17.1,17.6,No
W0688,2021-12-09,Hobart,9.2,18.5,2.5,4.0,10.2,ESE,36,NE,NNE,2,20,42,29,1027.3,1009.7,5,2,10.6,18.3,No,9,32.3,14.2,No
W0689,2015-08-22,Canberra,6.8,21.2,5.0,12.3,6.0,S,44,NNE,S,18,23,39,150,1024.8,1011.9,4,3,11.8,20.1,No,7,15.3,,No
W0690,2016-11-23,Darwin,38.5,23.8,15.7,10.9,3.0,WSW,68,N,SE,48,32,89,98,1012.5,1006.6,4,5,27.8,33.2,Yes,8,12.5,20.2,Yes
W0691,2016-12-09,Townsville,20.0,32.0,33.4,1.3,4.9,ESE,71,SE,SW,27,25,82,87,1009.8,1001.9,5,5,21.1,28.8,Yes,4,10.1,23.1,Yes
W0692,2022-05-18,Hobart,6.1,18.9,3.3,2.2,12.9,SW,41,W,NNW,6,1,40,47,1015.2,,3,3,6.7,15.7,No,1,9.4,2.8,No
W0693,2021-06-20,Cairns,21.0,33.8,3.9,8.8,8.1,ENE,10,NW,NE,4,13,47,32,1028.1,1015.3,4,0,22.6,27.6,No,2,15.3,23.6,No
W0694,2020-03-25,Melbourne,13.1,19.3,4.1,0.8,5.0,WSW,19,SW,N,10,31,69,64,1022.3,1011.7,2,3,14.4,16.8,No,5,40.8,12.2,No
W0695,2021-05-16,Townsville,21.7,30.7,37.4,5.5,0.7,S,60,NE,E,19,55,84,61,1003.6,1005.1,6,7,25.4,28.4,No,7,32.0,21.8,Yes
W0696,2018-09-29,Townsville,21.7,36.1,4.4,2.5,9.3,W,45,W,S,7,0,59,47,1022.7,1027.1,1,3,23.3,32.4,No,8,47.8,20.1,No
W0697,2021-10-29,Melbourne,9.5,19.7,5.0,8.8,5.8,SW,94,SW,N,54,53,-10,74,1006.9,993.8,5,7,13.8,18.4,Yes,4,10.6,13.0,Yes
W0698,28/01/2019,Newcastle,16.0,-50,15.7,3.8,4.8,NNW,66,SE,W,48,32,91,89,,1006.5,7,5,16.1,25.3,Yes,11,26.1,12.9,Yes
W0699,2020-12-19,Wollongong,13.8,27.9,21.0,8.5,4.9,ENE,73,E,NE,47,35,92,56,1001.5,997.7,7,4,18.4,24.3,No,7,25.9,12.8,Yes
W0700,2017-12-19,Darwin,21.1,39.3,2.1,,11.6,W,35,NNW,NNW,11,25,43,50,1023.4,1016.1,3,5,26.7,34.8,No,7,6.0,18.6,No
W0701,2020-05-26,Wollongong,16.3,26.3,4.0,1.9,6.7,WNW,999,W,NNE,3,22,48,37,1018.5,1025.2,2,1,20.3,23.9,Yes,3,45.4,19.4,No
W0702,08/05/2016,Adel@ide,12.2,20.4,4.3mm,7.4,6.9,SSE,11,SSW,N,2,1,54,57,1011.3,1018.1,4,2,13.0,19.6,No,8,28.7,8.1,No
W0703,2018-01-16,Adelaide,11.1,19.3,1.2,12.8,-1,SSE,17,NNW,SSW,26,29,65,45,1019.3,1015.6,3,1,13.1,16.9,No,2,34.3,8.4,No
W0704,2018-02-07,Perth,16.6,30.1,3.0,7.5,6.6,SW,38,NE,NNE,29,29,40,30,1015.3,1025.6,4,0,19.4,24.0,No,11,15.9,12.7,No
W0705,2020-11-23,Adelaide,13.8,19.0,3.0,,-5.2,NE,12,N,ESE,17,21,67,65,1022.7,1014.0,1,2,14.9,17.7,No,7,49.1,13.9,No
W0706,2018-11-01,Hobart,9.1,23.5,3.5,8.6,4.6,ESE,28,SSW,S,29,20,35,17,1022.6,1021.0,2,4,12.7,20.3,yes,9,20.4,8.0,No
W0707,2015-10-01,Sydney,10.4,23.2,0.6,,8.4,NW,32,ESE,SSW,5,35,38,22,1022.0,,4,0,12.4,18.1,No,9,21.2,8.0,No
W0708,2017-07-12,Adelaide,10.1,26.6,4.0,1.8,6.0,ENE,88,W,ENE,48,48,98,80,996.9,1010.8,4,4,18.3,25.8,Yes,7,49.1,6.5,Yes
W0709,2015-07-27,Darwin,20.2,38.5,11.4,9.1,2.9,SSW,45,WNW,WSW,59,16,79,71,1014.7,997.4,5,8,25.6,32.5,Yes,10,8.4,20.1,Yes
W0710,2017-03-21,Townsville,18.8,30.3,3.0,7.8,5.9,SW,10,NNW,SW,21,17,57,59,1021.4,1016.6,,4,22.3,26.8,Yes,1,36.2,15.6,No
W0711,2016-06-28,Cairns,21.6,30.0,3.9,12.6,8.6,NE,16,SSE,SSE,23,15,63,40,1025.3,1025.3,0,0,24.4,26.4,No,1,8.0,17.6,No
W0712,2021-07-16,Sydney,10.4,19.9,1.6,13.1,,E,8,ESE,N,28,12,68,21,1015.3,1018.9,5,5,12.9,16.2,Yes,5,49.1,6.8,No
W0713,2020-01-16,Melbourne,8.5,19.7,3.7,0.5,12.0,S,39,WNW,W,10,31,69,50,1021.5,1009.4,4,5,13.7,15.7,No,3,46.6,4.5,No
W0714,2018-07-26,Townsville,18.5,35.6,31.8,0.1,1.3,SE,37,NNE,W,53,34,82,78,1007.4,1002.6,7,6,23.8,28.9,No,10,45.9,21.3,Yes
W0715,2018-08-24,Melbourne,11.8,25.8,0.3,12.3,7.0,SW,30,ENE,NE,3,20,70,24,1019.9,1013.2,3,4,17.5,23.8,No,6,33.4,12.5,No
W0716,2020-08-27,Wollongong,15.5,29.7,1.7,5.6,11.7,WSW,16,SW,E,5,29,42,46,,1020.4,,5,17.8,25.8,No,7,42.4,,No
W0717,2016-01-19,Perth,17.6,31.1,1.0,13.2,12.9,SSW,30,WSW,SW,14,29,25,29,1027.8,1008.4,1,2,22.5,30.8,No,6,26.4,15.6,No
W0718,2019-04-09,Perth,18.8,31.2,2.4,8.6,-12.3,WSW,37,SSE,S,27,15,30,47,1011.8,1018.0,,3,19.8,25.9,No,7,33.2,21.5,No
W0719,2022-01-11,Sydney,15.7,23.3,3.5,1.6,4.4,W,43,SW,SW,23,13,54,16,1029.6,1015.8,2,2,19.1,22.5,No,6,35.7,16.4,No
W0720,2020-08-09,Brisbane,18.4,33.4,38.3,11.5,1.9,N,70,SSW,NE,55,58,91,94,1003.3,1007.2,5,7,20.1,27.7,No,7,14.4,18.9,Yes
W0721,2020-10-19,Newcastle,15.9,28.9,4.4,0.5,6.1,NNW,21,ESE,SSW,30,13,65,62,1026.7,1013.8,2,3,17.3,28.1,No,3,48.8,13.3,No
W0722,2018-08-26,Hobart,10.6,15.8,0.6,3.2,-99,WSW,20,N,N,8,31,57,62,1017.2,1024.7,0,4,11.0,14.9,No,6,41.1,13.3,No
W0723,2021-02-12,Perth,13.6,22.4,0.5,0.9,6.6,WNW,9,WSW,NW,6,28,114,22,1019.9,1009.4,0,1,15.7,20.9,No,8,34.9,13.0,No
W0724,2016-11-24,Melbourne,11.5,18.5,0.4,1.7,7.6,NW,22,ENE,NE,15,14,61,55,1016.4,1018.9,4,0,12.9,16.8,No,7,27.1,8.2,Y
W0725,2022-07-11,Sydney,14.2,24.7,0.9,12.9,4.8,S,28,WNW,ESE,27,31,29,60,1014.3,1023.7,1,1,16.8,24.2,No,5,27.6,9.6,No
W0726,2015-08-12,Brisbane,17.3,31.7,2.8,0.3,-12.5,SW,19,N,NW,1,0,43,34,1022.0,1020.9,2,,20.5,28.5,No,11,5.2,22.0,No
W0727,2017-11-19,Adelaide,9.3,23.1,1.3,2.7,9.2,NNW,21,SSE,SW,17,12,28,30,1022.1,1008.2,5,4,15.9,17.4,No,1,8.1,,No
W0728,2018-08-10,Hobart,6.2,23.0,24.4,,3.1,W,84,SE,ESE,18,17,93,81,996.1,1000.0,7,6,7.5,16.5,Yes,1,40.3,11.1,Yes
W0729,2015-02-21,Newcastle,10.9,23.0,3.7,3.9,5.5,SW,28,NNW,S,20,19,57,23,1029.5,1008.0,4,0,13.6,21.8,No,7,33.7,,No
W0730,2022-11-14,Perth,15.0,23.9,7.9,7.6,4.2,W,60,E,SSW,26,41,200,85,997.5,1009.9,5,4,18.0,21.2,Yes,8,26.8,14.5,Yes
W0731,2019-11-25,Newcastle,15.6,22.8,3.3,1.3,5.8,,25,WNW,SSW,14,27,44,36,,1012.1,0,4,18.9,19.5,No,5,27.6,14.0,No
W0732,2016-12-05,Melbourne,7.9,26.2,17.2,0.4,30,NNW,93,W,W,29,52,74,69,,,7,,15.0,23.5,Yes,4,22.5,5.9,Yes
W0733,2020-04-27,Darwin,26.4,36.0,3.4,8.2,4.9,NNW,10,WSW,NW,29,20,27,-5,1023.3,1015.2,,4,29.7,35.0,No,1,27.6,24.1,No
W0734,2020-05-25,Cairns,19.0,31.9,6.9,9.0,3.6,SSE,999,WNW,SSW,33,15,69,80,995.3,1011.0,,8,23.5,26.7,Yes,10,44.9,21.5,Yes
W0735,2016-07-03,Canberra,7.8,19.1,28.1,9.4,4.2,W,67,E,NW,52,32,83,98,1006.9,,8,8,9.3,18.5,No,4,32.2,7.4,Yes
W0736,2020-11-03,Brisbane,20.7,27.4,2.1,12.9,6.4,E,15,ESE,NE,0,11,43,53,1023.2,1010.2,0,5,21.0,25.4,No,11,12.0,23.9,No
W0737,2020-05-15,Townsville,17.4,28.2,4.3,8.1,11.5,,18,NNW,NW,16,25,42,31,1016.3,1009.1,4,2,22.8,25.5,No,7,8.4,13.9,No
W0738,2022-10-20,Melbourne,12.1,18.0,3.7,,4.2,NW,16,ENE,S,30,22,-10,16,1012.7,1014.6,4,1,13.3,16.4,No,11,15.9,14.6,No
W0739,2016-10-13,Newcastle,12.4,27.3,3.0,,30,W,26,W,NE,14,30,25,41,1021.0,1020.4,5,4,15.7,26.0,No,11,48.6,12.2,No
W0740,2015-06-04,Wollongong,13.7,28.2,4.4,13.3,10.9,NNE,36,WNW,N,29,27,28,50,1022.0,1011.5,3,2,19.6,23.5,No,9,35.9,17.5,No
W0741,2019-04-19,Brisbane,17.2,33.2,24.6,12.9,5.9,63,39,NW,NNW,35,16,91,85,998.0,1008.1,6,6,23.9,32.9,Yes,10,13.2,14.5,Yes
W0742,2015-02-12,Melbourne,12.1,16.5,2.8,,5.4,NNE,11,WSW,S,4,7,67,45,1022.5,1009.4,,,12.2,15.3,No,7,10.7,,No
W0743,2016-12-22,Melbourne,9.0,18.0,3.8,0.2,12.8,WSW,11,ENE,NW,3,19,58,59,1024.0,1012.3,5,5,11.6,16.6,Yes,10,10.3,12.5,No
W0744,2020-02-14,Adelaide,9.2,19.9,4.1,14.9,12.4,SW,36,WNW,SSW,15,28,25,33,-100,1023.6,4,0,10.9,14.9,No,11,14.5,12.0,No
W0745,2015-01-26,Brisbane,15.5,26.8,4.9,13.2,7.0,NW,11,WNW,NE,25,33,200,42,1018.2,1022.4,,,20.3,24.9,No,1,16.0,11.0,No
W0746,2015-07-01,Hobart,4.5,14.3,2.7,4.6,8.0,E,34,SE,SW,14,14,34,61,1025.6,1012.7,2,0,6.3,13.3,No,9,43.9,7.2,No
W0747,2021-11-03,Melbourne,16.7,10.9,3.8,12.7,12.6,NNW,20,N,NNW,4,19,31,61,1012.2,1020.8,3,2,11.1,15.4,Yes,10,31.0,,No
W0748,2016-07-15,Brisbane,19.9,25.7,4.4,13.0,10.0,NNW,41,WNW,S,13,31,41,18,1014.5,1010.9,,3,22.6,25.4,No,5,42.5,16.3,No
W0749,2016-01-09,Wollongong,16.1,21.5,0.7,,8.3,E,20,NNE,ENE,19,18,29,55,1024.6,1010.3,5,5,18.2,19.0,Yes,11,46.5,16.1,No
W0750,2015-09-07,Melbourne,7.9,16.3,4.8,5.5,11.9,SSW,23,W,ESE,5,30,65,24,1025.9,1008.9,1,1,11.4,12.8,No,8,27.3,7.1,No
W0751,2020-11-04,Adelaide,13.2,25.6,0.5,1.4,9.0,SSW,38,WSW,WNW,18,19,41,54,1012.0,1015.4,0,1,15.1,25.3,No,4,29.0,14.8,No
W0752,2017-01-14,Darwin,24.3,37.0,4.3,0.3,5.1,NNE,36,SE,WSW,15,29,91,65,1009.3,1004.9,5,4,26.1,31.3,Yes,4,40.5,28.0,Yes
